osm_id,code,fclass,name,xcoord,ycoord
"2655683985","5622",bus_station,Западная,76.8439485,43.2295318
"2770512133","5621",bus_stop,Фэмили,76.8551177,43.221924
"2770512139","5621",bus_stop,мкр. 3,76.855029,43.2220169
"2770523073","5621",bus_stop,мкр. 6,76.8546915,43.2213989
"2829260463","5621",bus_stop,"15",76.8128788,43.2107797
"2829260464","5621",bus_stop,"137",76.8130112,43.2110643
"2989752398","5621",bus_stop,,76.8504706,43.2114207
"2989752399","5621",bus_stop,,76.8515384,43.2114429
"2989752400","5621",bus_stop,,76.8602617,43.2153367
"2989752401","5621",bus_stop,,76.8581485,43.2145486
"2989752402","5621",bus_stop,,76.857868,43.2141817
"2991063138","5621",bus_stop,,76.8433834,43.2095308
"2991063139","5621",bus_stop,,76.8424473,43.2101565
"3239183689","5621",bus_stop,Жетысу-2,76.8484052,43.2189879
"3521301806","5621",bus_stop,Автопарк №6,76.8569268,43.2434323
"3521301807","5621",bus_stop,Автопарк №6,76.8570953,43.2434333
"3719774763","5621",bus_stop,Тастак,76.8813941,43.2504325
"4317894089","5622",bus_station,Сайран,76.8655006,43.2478222
"4395239879","5621",bus_stop,11-78,76.8297656,43.2435728
"4607155655","5641",taxi,,76.8623279,43.2566498
"4607155718","5641",taxi,Шанырак,76.8627785,43.256013
"4609463916","5621",bus_stop,Петрова,76.8633766,43.2557325
"4609465553","5621",bus_stop,Петрова,76.8624043,43.2552594
"4781528251","5621",bus_stop,Экспедиция,76.8418347,43.1982059
"4783689227","5621",bus_stop,Текстильная,76.8415724,43.2347995
"4783694530","5621",bus_stop,Ташкентская,76.8379707,43.2485744
"4783695281","5621",bus_stop,Маслодел,76.8399126,43.2535678
"4812497483","5621",bus_stop,Асфальтный,76.8621038,43.2566932
"4819948673","5621",bus_stop,Магнум,76.8418799,43.2174179
"4819948674","5621",bus_stop,,76.8401884,43.2167731
"4832023445","5621",bus_stop,,76.8466944,43.2331435
"4832141641","5621",bus_stop,,76.8473555,43.2240913
"4954931324","5621",bus_stop,,76.8287591,43.2406509
"5168384023","5621",bus_stop,,76.861914,43.2272847
"5168384026","5621",bus_stop,,76.8558274,43.2316945
"5168384027","5621",bus_stop,63-72,76.8534375,43.2350234
"5168404921","5621",bus_stop,Автовокзал,76.8570146,43.2440044
"5168415222","5621",bus_stop,Ташкенская,76.853264,43.2508454
"6373736232","5621",bus_stop,,76.8251767,43.2134674
"6466427085","5621",bus_stop,,76.814283,43.2399326
"8435139490","5621",bus_stop,ТРК «Grand park»,76.8545236,43.2374019
"8435139491","5621",bus_stop,,76.8533921,43.234416
"8435139492","5621",bus_stop,Ул. Кабдолова,76.8584619,43.23833
"8435139493","5621",bus_stop,,76.8587782,43.2397965
"8435139494","5621",bus_stop,,76.8536838,43.249592
"8435139496","5621",bus_stop,,76.8552783,43.2130123
"8435139514","5621",bus_stop,,76.810212,43.2383843
"8435139515","5621",bus_stop,,76.8324438,43.244343
"8435139516","5621",bus_stop,,76.8436049,43.2481995
"9342478955","5621",bus_stop,,76.828248,43.2145424
"9342500962","5621",bus_stop,,76.828333,43.21438
"9342513140","5621",bus_stop,ст. метро Бауржана Момышулы,76.8384002,43.216382
"9342518717","5621",bus_stop,ст. метро Бауржана Момышулы,76.8383009,43.216601
"9353092028","5621",bus_stop,,76.8250059,43.2138134
"9354769024","5601",railway_station,Бауыржана Момышулы,76.8377295,43.2163689
"9354808688","5601",railway_station,Сары-Арка,76.8582506,43.2236851
"9379250079","5621",bus_stop,улица Яссауи,76.8331321,43.2155557
"9379250080","5621",bus_stop,улица Яссауи,76.8332045,43.2153817
"9407553644","5621",bus_stop,"19",76.8124442,43.2524388
"9407553645","5621",bus_stop,,76.8131547,43.2529269
"9696992557","5641",taxi,Shared Taxis,76.8572957,43.2457469
"9791518716","5621",bus_stop,,76.8276675,43.2058765
"9791534451","5621",bus_stop,,76.8212901,43.2029873
